DATE,AD_CLIENT_ID,CUSTOM_CHANNEL_NAME,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-05-13,partner-ebay-au,testchannel-44,14837,13487,0.909,68574,73,0.0135,0.0054,0.39,28.78,1.94
2014-05-06,partner-ebay-au,testchannel-44,13822,12545,0.9076,62859,63,0.0156,0.005,0.37,23.10,1.67
2014-05-29,partner-ebay-au,testchannel-44,13901,12731,0.9158,68328,75,0.0625,0.0059,0.37,27.96,2.01
2014-06-07,partner-ebay-au,testchannel-44,12399,11206,0.9038,58146,57,0,0.0051,0.45,25.69,2.07
2014-04-18,partner-ebay-au,testchannel-44,9392,8667,0.9228,44877,57,0.0339,0.0066,0.31,17.58,1.87
2014-05-07,partner-ebay-au,testchannel-44,13967,12680,0.9079,65605,84,0.0118,0.0066,0.53,44.31,3.17
2014-05-03,partner-ebay-au,testchannel-44,13356,11857,0.8878,59576,84,0.0118,0.0071,0.33,27.95,2.09
2014-05-24,partner-ebay-au,testchannel-44,12538,11192,0.8926,58555,45,0,0.004,0.51,22.88,1.82
2014-05-08,partner-ebay-au,testchannel-44,13672,12317,0.9009,62708,53,0,0.0043,0.38,19.94,1.46
2014-04-29,partner-ebay-au,testchannel-44,14625,13046,0.892,65468,63,0,0.0048,0.34,21.67,1.48
2014-05-11,partner-ebay-au,testchannel-44,14451,13209,0.9141,67270,73,0,0.0055,0.34,24.70,1.71
2014-06-10,partner-ebay-au,testchannel-44,14326,12935,0.9029,67684,68,0,0.0053,0.59,40.16,2.80
2014-04-27,partner-ebay-au,testchannel-44,14345,12969,0.9041,66173,66,0.0571,0.0051,0.39,25.90,1.81
2014-06-01,partner-ebay-au,testchannel-44,14917,13694,0.918,74233,64,0.0154,0.0047,0.30,19.24,1.29
2014-04-28,partner-ebay-au,testchannel-44,14579,13222,0.9069,65988,65,0,0.0049,0.60,38.68,2.65
2014-05-05,partner-ebay-au,testchannel-44,14190,12926,0.9109,64658,75,0,0.0058,0.30,22.15,1.56
2014-06-04,partner-ebay-au,testchannel-44,13751,12523,0.9107,65494,64,0.0303,0.0051,0.47,29.92,2.18
2014-04-17,partner-ebay-au,testchannel-44,9543,8689,0.9105,45365,70,0.0411,0.0081,0.36,25.11,2.63
2014-06-03,partner-ebay-au,testchannel-44,14972,13536,0.9041,70735,69,0.0282,0.0051,0.35,24.29,1.62
2014-05-21,partner-ebay-au,testchannel-44,13993,12748,0.911,67087,67,0.029,0.0053,0.27,18.42,1.32
2014-06-06,partner-ebay-au,testchannel-44,11489,10495,0.9135,55430,88,0,0.0084,0.56,49.49,4.31
2014-06-08,partner-ebay-au,testchannel-44,13372,12187,0.9114,64140,50,0,0.0041,0.54,27.08,2.03
2014-04-21,partner-ebay-au,testchannel-44,11306,10252,0.9068,52488,59,0.0328,0.0058,0.45,26.76,2.37
2014-04-15,partner-ebay-au,testchannel-44,10573,9609,0.9088,50683,64,0.0303,0.0067,0.33,20.94,1.98
2014-05-14,partner-ebay-au,testchannel-44,13650,12362,0.9056,62919,48,0,0.0039,0.52,25.17,1.84
2014-06-05,partner-ebay-au,testchannel-44,13284,12062,0.908,63471,52,0.0189,0.0043,0.59,30.53,2.30
2014-04-20,partner-ebay-au,testchannel-44,9882,9152,0.9261,48011,78,0,0.0085,0.35,27.00,2.73
2014-05-27,partner-ebay-au,testchannel-45,9383,8618,0.9185,48300,71,0.0139,0.0082,0.43,30.75,3.28
2014-06-11,partner-ebay-au,testchannel-45,8660,7911,0.9135,43785,58,0,0.0073,0.42,24.45,2.82
2014-04-18,partner-ebay-au,testchannel-45,6694,6020,0.8993,32389,36,0.0526,0.006,0.73,26.15,3.91
2014-05-26,partner-ebay-au,testchannel-45,10113,9253,0.915,50628,82,0.0353,0.0089,0.34,28.21,2.79
2014-05-28,partner-ebay-au,testchannel-45,8726,7964,0.9127,44124,53,0,0.0067,0.50,26.39,3.02
2014-05-04,partner-ebay-au,testchannel-45,10463,9511,0.909,50938,73,0,0.0077,0.26,19.03,1.82
2014-04-27,partner-ebay-au,testchannel-45,10221,9229,0.9029,49334,62,0,0.0067,0.19,12.03,1.18
2014-05-03,partner-ebay-au,testchannel-45,9673,8664,0.8957,46359,68,0,0.0078,0.27,18.13,1.87
2014-04-25,partner-ebay-au,testchannel-45,9367,8443,0.9014,45131,73,0.0135,0.0086,0.49,35.74,3.82
2014-05-08,partner-ebay-au,testchannel-45,8570,7814,0.9118,41694,55,0,0.007,0.26,14.13,1.65
2014-05-30,partner-ebay-au,testchannel-45,8750,8119,0.9279,46784,71,0,0.0087,0.53,37.71,4.31
2014-04-23,partner-ebay-au,testchannel-45,8683,7932,0.9135,42711,52,0.037,0.0066,0.26,13.66,1.57
2014-05-14,partner-ebay-au,testchannel-45,9212,8381,0.9098,44845,82,0,0.0098,0.63,51.49,5.59
2014-06-06,partner-ebay-au,testchannel-45,7824,7225,0.9234,39808,59,0.0167,0.0082,0.32,18.78,2.40
2014-05-20,partner-ebay-au,testchannel-45,9388,8551,0.9108,46476,59,0.0167,0.0069,0.50,29.57,3.15
2014-06-04,partner-ebay-au,testchannel-45,9672,8728,0.9024,47689,83,0,0.0095,0.33,27.23,2.82
2014-05-29,partner-ebay-au,testchannel-45,9054,8377,0.9252,47300,59,0,0.007,0.36,21.23,2.34
2014-04-15,partner-ebay-au,testchannel-45,6914,6259,0.9053,33302,38,0,0.0061,0.26,10.06,1.46
2014-05-13,partner-ebay-au,testchannel-45,9428,8600,0.9122,45560,51,0,0.0059,0.48,24.50,2.60
2014-05-23,partner-ebay-au,testchannel-45,9273,8371,0.9027,45994,54,0,0.0065,0.40,21.52,2.32
2014-06-03,partner-ebay-au,testchannel-45,9383,8589,0.9154,46458,67,0.0147,0.0078,0.30,19.90,2.12
2014-05-21,partner-ebay-au,testchannel-45,9428,8539,0.9057,47463,53,0.0185,0.0062,0.33,17.34,1.84
2014-06-08,partner-ebay-au,testchannel-45,9571,8703,0.9093,48905,75,0,0.0086,0.49,36.99,3.86
2014-06-05,partner-ebay-au,testchannel-45,8625,7770,0.9009,42660,56,0.0175,0.0072,0.60,33.32,3.86
2014-04-21,partner-ebay-au,testchannel-45,7582,6845,0.9028,36504,61,0,0.0089,0.19,11.30,1.49
2014-04-20,partner-ebay-au,testchannel-45,7010,6412,0.9147,35370,64,0.0154,0.01,0.50,31.94,4.56
2014-04-28,partner-ebay-au,testchannel-45,9959,9050,0.9087,48126,74,0,0.0082,0.29,21.69,2.18
2014-05-16,partner-ebay-au,testchannel-45,9071,8195,0.9034,44297,52,0,0.0063,0.37,19.14,2.11
2014-04-24,partner-ebay-au,testchannel-45,9996,9087,0.9091,48725,85,0.0116,0.0094,0.35,29.78,2.98
2014-04-30,partner-ebay-au,testchannel-45,9775,8876,0.908,47715,58,0.0169,0.0065,0.30,17.21,1.76
2014-05-19,partner-ebay-au,testchannel-45,9612,8702,0.9053,46356,89,0,0.0102,0.31,27.90,2.90
2014-05-17,partner-ebay-au,testchannel-45,10003,8890,0.8887,48157,61,0,0.0069,0.26,15.59,1.56
2014-05-06,partner-ebay-au,testchannel-45,9130,8274,0.9062,43833,58,0,0.007,0.30,17.47,1.91
2014-05-07,partner-ebay-au,testchannel-45,8477,7730,0.9119,42657,36,0,0.0047,1.27,45.73,5.40
2014-05-18,partner-ebay-au,testchannel-45,9780,8735,0.8931,45937,61,0,0.007,0.40,24.43,2.50
2014-06-07,partner-ebay-au,testchannel-45,8433,7647,0.9068,42829,65,0,0.0085,0.61,39.67,4.70
2014-05-24,partner-ebay-au,testchannel-45,9152,8322,0.9093,45892,44,0,0.0053,0.40,17.61,1.92
2014-04-29,partner-ebay-au,testchannel-45,10022,9189,0.9169,49322,76,0,0.0083,0.48,36.11,3.60
2014-05-11,partner-ebay-au,testchannel-45,9334,8514,0.9121,46243,68,0,0.008,0.39,26.29,2.82
2014-06-10,partner-ebay-au,testchannel-45,10017,9071,0.9056,49909,52,0,0.0057,0.33,17.05,1.70
2014-06-01,partner-ebay-au,testchannel-45,10367,9361,0.903,51874,61,0.0161,0.0065,0.65,39.66,3.83
2014-06-09,partner-ebay-au,testchannel-45,9834,9009,0.9161,47876,60,0.0323,0.0067,0.42,25.29,2.57
2014-04-22,partner-ebay-au,testchannel-45,7118,6302,0.8854,34264,44,0,0.007,0.62,27.27,3.83
2014-05-01,partner-ebay-au,testchannel-45,9361,8516,0.9097,46473,63,0.0308,0.0074,0.59,37.38,3.99
2014-05-02,partner-ebay-au,testchannel-45,9617,8649,0.8993,46522,77,0.0128,0.0089,0.29,22.68,2.36
2014-04-26,partner-ebay-au,testchannel-45,9424,8524,0.9045,46434,73,0,0.0086,0.74,54.24,5.76
2014-06-02,partner-ebay-au,testchannel-45,9343,8537,0.9137,47557,70,0.0141,0.0082,0.28,19.93,2.13
2014-05-25,partner-ebay-au,testchannel-45,9865,8854,0.8975,48282,64,0,0.0072,0.29,18.43,1.87
2014-04-17,partner-ebay-au,testchannel-45,7098,6410,0.9031,34664,33,0,0.0051,0.50,16.54,2.33
2014-05-12,partner-ebay-au,testchannel-45,9930,8914,0.8977,47631,59,0.1061,0.0066,0.39,22.94,2.31
2014-05-15,partner-ebay-au,testchannel-45,9254,8397,0.9074,45826,74,0.0263,0.0088,0.46,34.10,3.69
2014-05-10,partner-ebay-au,testchannel-45,8970,8073,0.9,43527,47,0.0208,0.0058,0.30,14.14,1.58
2014-04-16,partner-ebay-au,testchannel-45,6162,5576,0.9049,30180,29,0,0.0052,0.49,14.11,2.29
2014-04-19,partner-ebay-au,testchannel-45,5924,5397,0.911,29342,58,0,0.0107,0.52,30.11,5.08
2014-05-22,partner-ebay-au,testchannel-45,9337,8496,0.9099,46435,64,0.0588,0.0075,0.35,22.25,2.38
2014-05-05,partner-ebay-au,testchannel-45,9363,8514,0.9093,46073,53,0.0185,0.0062,0.37,19.70,2.10
2014-05-09,partner-ebay-au,testchannel-45,8649,7927,0.9165,43334,56,0,0.0071,0.34,19.02,2.20
2014-05-31,partner-ebay-au,testchannel-45,9665,8881,0.9189,50077,87,0.0333,0.0098,0.36,31.67,3.28
2014-06-08,partner-ebay-au,testchannel-46,9275,8702,0.9382,54019,99,0,0.0114,0.38,37.87,4.08
2014-06-10,partner-ebay-au,testchannel-46,9513,9060,0.9524,55933,126,0.0079,0.0139,0.46,57.36,6.03
2014-05-08,partner-ebay-au,testchannel-46,9036,8639,0.9561,52758,107,0,0.0124,0.31,33.54,3.71
2014-05-31,partner-ebay-au,testchannel-46,9599,9157,0.954,57031,114,0,0.0124,0.38,43.29,4.51
2014-05-03,partner-ebay-au,testchannel-46,9599,9116,0.9497,56540,126,0.0233,0.0138,0.38,48.25,5.03
2014-05-29,partner-ebay-au,testchannel-46,8653,8154,0.9423,50390,145,0.0068,0.0178,0.39,57.21,6.61
2014-05-07,partner-ebay-au,testchannel-46,8855,8510,0.961,51394,102,0,0.012,0.43,44.19,4.99
2014-04-26,partner-ebay-au,testchannel-46,10152,9734,0.9588,60218,116,0,0.0119,0.48,55.56,5.47
2014-04-20,partner-ebay-au,testchannel-46,6918,6498,0.9393,40663,84,0,0.0129,0.43,35.81,5.18
2014-06-04,partner-ebay-au,testchannel-46,8674,8226,0.9484,51001,118,0.0084,0.0143,0.51,60.32,6.95
2014-05-21,partner-ebay-au,testchannel-46,10025,9363,0.934,57407,138,0,0.0147,0.37,50.55,5.04
2014-05-09,partner-ebay-au,testchannel-46,9383,8934,0.9521,54296,142,0.007,0.0159,0.43,61.04,6.51
2014-06-01,partner-ebay-au,testchannel-46,10351,9828,0.9495,61017,161,0.0359,0.0164,0.60,96.64,9.34
2014-04-22,partner-ebay-au,testchannel-46,7678,7342,0.9562,45276,92,0.0108,0.0125,0.46,42.15,5.49
2014-04-15,partner-ebay-au,testchannel-46,7429,7068,0.9514,44072,89,0,0.0126,0.42,37.79,5.09
2014-04-28,partner-ebay-au,testchannel-46,10385,9853,0.9488,59762,126,0.0156,0.0128,0.38,48.50,4.67
2014-05-22,partner-ebay-au,testchannel-46,9143,8639,0.9449,53542,135,0.0217,0.0156,0.47,63.95,6.99
2014-05-05,partner-ebay-au,testchannel-46,9779,9154,0.9361,55840,89,0.0111,0.0097,0.37,33.31,3.41
2014-04-24,partner-ebay-au,testchannel-46,9143,8734,0.9553,53403,111,0,0.0127,0.50,55.62,6.08
2014-06-06,partner-ebay-au,testchannel-46,7562,7158,0.9466,44141,91,0,0.0127,0.65,58.84,7.78
2014-06-07,partner-ebay-au,testchannel-46,8207,7738,0.9429,48169,132,0,0.0171,0.48,63.09,7.69
2014-05-25,partner-ebay-au,testchannel-46,10229,9689,0.9472,60406,155,0,0.016,0.55,84.78,8.29
2014-05-02,partner-ebay-au,testchannel-46,9098,8601,0.9454,52565,135,0.0146,0.0157,0.33,44.26,4.87
2014-05-18,partner-ebay-au,testchannel-46,10203,9663,0.9471,58723,113,0.0088,0.0117,0.36,40.62,3.98
2014-04-21,partner-ebay-au,testchannel-46,7855,7536,0.9594,46619,132,0.0149,0.0175,0.40,52.66,6.70
2014-04-23,partner-ebay-au,testchannel-46,8474,8017,0.9461,48944,120,0,0.015,0.43,51.20,6.04
2014-04-17,partner-ebay-au,testchannel-46,5777,5500,0.9521,34737,76,0,0.0138,0.28,21.16,3.66
2014-06-03,partner-ebay-au,testchannel-46,9457,8826,0.9333,54174,97,0,0.011,0.32,31.49,3.33
2014-04-18,partner-ebay-au,testchannel-46,5957,5699,0.9567,35562,57,0.2192,0.01,0.47,26.85,4.51
2014-05-11,partner-ebay-au,testchannel-46,9375,8877,0.9469,55166,133,0.0148,0.015,0.39,51.95,5.54
2014-05-16,partner-ebay-au,testchannel-46,8315,7886,0.9484,48376,109,0,0.0138,0.58,63.16,7.60
2014-05-30,partner-ebay-au,testchannel-46,8587,8159,0.9502,50229,114,0.0087,0.014,0.46,52.25,6.09
2014-04-29,partner-ebay-au,testchannel-46,10193,9612,0.943,58660,159,0.0062,0.0165,0.44,69.72,6.84
2014-06-11,partner-ebay-au,testchannel-46,9209,8657,0.9401,53512,108,0.0092,0.0125,0.48,51.45,5.59
2014-05-24,partner-ebay-au,testchannel-46,8856,8370,0.9451,52998,120,0.0083,0.0143,0.44,52.81,5.96
2014-06-05,partner-ebay-au,testchannel-46,8466,8054,0.9513,49574,120,0.0323,0.0149,0.43,52.12,6.16
2014-05-13,partner-ebay-au,testchannel-46,9515,9056,0.9518,55466,132,0.0075,0.0146,0.40,53.08,5.58
2014-05-28,partner-ebay-au,testchannel-46,9416,8991,0.9549,55723,108,0,0.012,0.42,45.09,4.79
2014-04-27,partner-ebay-au,testchannel-46,10505,10002,0.9521,60548,150,0.0066,0.015,0.40,60.15,5.73
2014-05-17,partner-ebay-au,testchannel-46,9470,8888,0.9385,54202,145,0.0136,0.0163,0.46,65.99,6.97
2014-05-12,partner-ebay-au,testchannel-46,10008,9511,0.9503,58285,107,0.0093,0.0113,0.43,46.17,4.61
2014-05-15,partner-ebay-au,testchannel-46,9207,8717,0.9468,53418,124,0.0462,0.0142,0.48,59.77,6.49
2014-05-23,partner-ebay-au,testchannel-46,7981,7410,0.9285,45749,82,0,0.0111,0.43,35.63,4.46
2014-04-30,partner-ebay-au,testchannel-46,9384,8978,0.9567,55518,149,0.0067,0.0166,0.33,48.96,5.22
2014-05-20,partner-ebay-au,testchannel-46,9757,9198,0.9427,56673,102,0,0.0111,0.37,37.62,3.86
2014-06-02,partner-ebay-au,testchannel-46,9770,9233,0.945,57088,95,0.0404,0.0103,0.49,46.50,4.76
2014-05-06,partner-ebay-au,testchannel-46,9913,9414,0.9497,57518,170,0.0173,0.0181,0.42,71.52,7.21
2014-05-27,partner-ebay-au,testchannel-46,9255,8717,0.9419,54008,129,0.0077,0.0148,0.48,61.30,6.62
2014-05-26,partner-ebay-au,testchannel-46,9359,8871,0.9479,54143,121,0.0082,0.0136,0.52,63.07,6.74
2014-05-04,partner-ebay-au,testchannel-46,10171,9596,0.9435,58844,153,0.0129,0.0159,0.47,71.81,7.06
2014-05-14,partner-ebay-au,testchannel-46,8862,8372,0.9447,51566,126,0.0079,0.0151,0.47,59.21,6.68
2014-04-25,partner-ebay-au,testchannel-46,9533,9190,0.964,57550,144,0,0.0157,0.49,71.17,7.47
2014-05-01,partner-ebay-au,testchannel-46,8676,8229,0.9485,50187,157,0.0063,0.0191,0.40,63.10,7.27
2014-05-19,partner-ebay-au,testchannel-46,9439,8931,0.9462,55330,134,0,0.015,0.37,49.18,5.21
2014-05-10,partner-ebay-au,testchannel-46,9274,8787,0.9475,53036,126,0.0233,0.0143,0.37,46.67,5.03
2014-06-09,partner-ebay-au,testchannel-46,9448,8922,0.9443,55235,102,0.0097,0.0114,0.43,43.84,4.64
2014-04-19,partner-ebay-au,testchannel-46,5610,5314,0.9472,32766,94,0,0.0177,0.51,47.56,8.48
2014-04-16,partner-ebay-au,testchannel-46,6089,5790,0.9509,35365,91,0,0.0157,0.31,27.97,4.59
2014-04-30,partner-ebay-au,testchannel-47,73921,69774,0.9439,423844,766,0.0065,0.011,0.38,287.44,3.89
2014-05-04,partner-ebay-au,testchannel-47,82833,77400,0.9344,463181,872,0.0158,0.0113,0.40,349.57,4.22
2014-05-16,partner-ebay-au,testchannel-47,74068,69907,0.9438,427998,813,0.0169,0.0116,0.41,334.95,4.52
2014-04-24,partner-ebay-au,testchannel-47,80162,75673,0.944,464304,946,0.0125,0.0125,0.39,365.67,4.56
2014-05-31,partner-ebay-au,testchannel-47,86747,82039,0.9457,511923,1110,0.0072,0.0135,0.38,425.77,4.91
2014-05-09,partner-ebay-au,testchannel-47,68658,64714,0.9426,393204,759,0.0065,0.0117,0.38,286.12,4.17
2014-05-22,partner-ebay-au,testchannel-47,74320,70178,0.9443,429387,811,0.0134,0.0116,0.40,325.75,4.38
2014-06-08,partner-ebay-au,testchannel-47,86317,81802,0.9477,507054,962,0.0164,0.0118,0.42,402.24,4.66
2014-05-12,partner-ebay-au,testchannel-47,77422,72946,0.9422,443240,828,0.0316,0.0114,0.40,328.02,4.24
2014-05-15,partner-ebay-au,testchannel-47,69132,65275,0.9442,401767,800,0.0136,0.0123,0.37,295.90,4.28
2014-04-26,partner-ebay-au,testchannel-47,85667,80185,0.936,480287,929,0.0117,0.0116,0.33,310.89,3.63
2014-05-27,partner-ebay-au,testchannel-47,76930,72454,0.9418,443822,895,0.0089,0.0124,0.36,322.51,4.19
2014-06-02,partner-ebay-au,testchannel-47,79077,75065,0.9493,464476,881,0.0287,0.0117,0.45,394.56,4.99
2014-06-09,partner-ebay-au,testchannel-47,84723,80304,0.9478,496757,978,0.0181,0.0122,0.39,376.68,4.45
2014-04-19,partner-ebay-au,testchannel-47,50519,47905,0.9483,292556,572,0.0104,0.0119,0.39,224.75,4.45
2014-05-01,partner-ebay-au,testchannel-47,72850,68659,0.9425,416638,804,0.0086,0.0117,0.36,288.44,3.96
2014-06-05,partner-ebay-au,testchannel-47,70760,66641,0.9418,412570,863,0.0092,0.0129,0.41,354.25,5.01
2014-05-05,partner-ebay-au,testchannel-47,78502,73541,0.9368,446790,863,0.0103,0.0117,0.38,330.36,4.21
2014-04-27,partner-ebay-au,testchannel-47,84966,79222,0.9324,474289,871,0.0169,0.011,0.36,310.84,3.66
2014-04-22,partner-ebay-au,testchannel-47,59862,56435,0.9428,342961,608,0.0065,0.0108,0.36,219.20,3.66
2014-04-17,partner-ebay-au,testchannel-47,50967,48048,0.9427,293870,622,0.0111,0.0129,0.41,252.75,4.96
2014-06-03,partner-ebay-au,testchannel-47,75344,71172,0.9446,437763,892,0.0133,0.0125,0.36,320.76,4.26
2014-05-02,partner-ebay-au,testchannel-47,76837,71702,0.9332,432104,838,0.0083,0.0117,0.38,316.05,4.11
2014-05-21,partner-ebay-au,testchannel-47,75178,71121,0.946,436423,792,0.0112,0.0111,0.39,308.00,4.10
2014-05-25,partner-ebay-au,testchannel-47,83868,78592,0.9371,477066,829,0.027,0.0105,0.35,287.36,3.43
2014-04-28,partner-ebay-au,testchannel-47,82455,77436,0.9391,466637,909,0.0076,0.0117,0.40,366.70,4.45
2014-04-18,partner-ebay-au,testchannel-47,53307,50288,0.9434,303899,627,0.0294,0.0125,0.41,254.59,4.78
2014-06-10,partner-ebay-au,testchannel-47,76234,72110,0.9459,447076,921,0.0171,0.0128,0.39,360.87,4.73
2014-06-01,partner-ebay-au,testchannel-47,83799,79026,0.943,489215,983,0.041,0.0124,0.37,367.78,4.39
2014-05-18,partner-ebay-au,testchannel-47,84775,79778,0.9411,484321,937,0.0219,0.0117,0.39,360.94,4.26
2014-05-13,partner-ebay-au,testchannel-47,71992,67878,0.9429,417179,746,0.0067,0.011,0.42,316.38,4.39
2014-05-26,partner-ebay-au,testchannel-47,83935,78819,0.939,480046,930,0.0211,0.0118,0.38,354.79,4.23
2014-04-25,partner-ebay-au,testchannel-47,82372,77543,0.9414,468467,843,0.0152,0.0109,0.39,325.49,3.95
2014-06-06,partner-ebay-au,testchannel-47,69713,65918,0.9456,406208,806,0.0123,0.0122,0.40,320.18,4.59
2014-05-11,partner-ebay-au,testchannel-47,80930,75907,0.9379,464076,834,0.0234,0.011,0.40,331.47,4.10
2014-04-15,partner-ebay-au,testchannel-47,51219,48491,0.9467,298474,511,0.0173,0.0105,0.36,184.35,3.60
2014-04-20,partner-ebay-au,testchannel-47,62538,58946,0.9426,362438,744,0.012,0.0126,0.39,293.64,4.70
2014-06-04,partner-ebay-au,testchannel-47,73734,70019,0.9496,428858,828,0.0108,0.0118,0.39,321.52,4.36
2014-04-21,partner-ebay-au,testchannel-47,66684,62684,0.94,379491,675,0.0059,0.0108,0.37,251.35,3.77
2014-04-16,partner-ebay-au,testchannel-47,45368,42909,0.9458,264226,514,0.0077,0.012,0.40,204.17,4.50
2014-05-14,partner-ebay-au,testchannel-47,71053,67254,0.9465,414229,831,0.0095,0.0124,0.37,311.20,4.38
2014-05-10,partner-ebay-au,testchannel-47,72220,67614,0.9362,409025,876,0.0102,0.013,0.36,316.76,4.39
2014-05-19,partner-ebay-au,testchannel-47,78721,73962,0.9395,451900,916,0.0255,0.0124,0.37,342.89,4.36
2014-06-07,partner-ebay-au,testchannel-47,76572,72232,0.9433,448392,959,0.0062,0.0133,0.40,379.67,4.96
2014-05-17,partner-ebay-au,testchannel-47,80051,75388,0.9417,457557,899,0.0055,0.0119,0.39,352.51,4.40
2014-05-28,partner-ebay-au,testchannel-47,73331,69386,0.9462,429361,772,0.009,0.0111,0.41,318.29,4.34
2014-05-06,partner-ebay-au,testchannel-47,73212,69269,0.9461,418045,740,0.0225,0.0107,0.36,267.67,3.66
2014-05-23,partner-ebay-au,testchannel-47,71217,67368,0.946,411781,810,0.011,0.012,0.38,306.34,4.30
2014-05-07,partner-ebay-au,testchannel-47,69871,65755,0.9411,401147,761,0.0231,0.0116,0.35,264.49,3.79
2014-05-08,partner-ebay-au,testchannel-47,68453,64591,0.9436,392897,761,0.0117,0.0118,0.34,255.11,3.73
2014-05-03,partner-ebay-au,testchannel-47,83682,78301,0.9357,467723,908,0.0289,0.0116,0.34,309.64,3.70
2014-04-23,partner-ebay-au,testchannel-47,66009,62590,0.9482,382813,691,0.0254,0.011,0.42,289.60,4.39
2014-05-29,partner-ebay-au,testchannel-47,69370,65717,0.9473,404297,717,0.011,0.0109,0.38,270.10,3.89
2014-06-11,partner-ebay-au,testchannel-47,74709,70511,0.9438,436388,791,0.0137,0.0112,0.35,280.56,3.76
2014-05-30,partner-ebay-au,testchannel-47,71464,67658,0.9467,419767,792,0.0161,0.0117,0.43,337.44,4.72
2014-05-24,partner-ebay-au,testchannel-47,78647,74210,0.9436,457811,914,0.0108,0.0123,0.37,339.51,4.32
2014-05-20,partner-ebay-au,testchannel-47,74720,70682,0.946,434378,863,0.0182,0.0122,0.37,319.93,4.28
2014-04-29,partner-ebay-au,testchannel-47,77477,73126,0.9438,444266,828,0.019,0.0113,0.36,300.29,3.88
2014-05-12,partner-ebay-au,testchannel-48,15150,14052,0.9275,81357,134,0.029,0.0095,0.36,48.29,3.19
2014-05-03,partner-ebay-au,testchannel-48,14914,13868,0.9299,79397,183,0.0108,0.0132,0.34,62.56,4.19
2014-05-08,partner-ebay-au,testchannel-48,14256,13195,0.9256,76977,99,0.0833,0.0075,0.33,32.32,2.27
2014-06-02,partner-ebay-au,testchannel-48,14185,13302,0.9378,78817,100,0.0099,0.0075,0.31,31.05,2.19
2014-05-13,partner-ebay-au,testchannel-48,14888,13948,0.9369,80925,101,0.0194,0.0072,0.34,34.63,2.33
2014-04-26,partner-ebay-au,testchannel-48,15038,14255,0.9479,84354,137,0,0.0096,0.32,44.34,2.95
2014-05-14,partner-ebay-au,testchannel-48,13956,13024,0.9332,76858,106,0.0619,0.0081,0.34,35.53,2.55
2014-06-04,partner-ebay-au,testchannel-48,13246,12393,0.9356,73777,90,0,0.0073,0.48,42.99,3.25
2014-05-01,partner-ebay-au,testchannel-48,14423,13592,0.9424,80898,103,0,0.0076,0.35,35.77,2.48
2014-06-06,partner-ebay-au,testchannel-48,12977,12209,0.9408,72497,131,0,0.0107,0.34,44.94,3.46
2014-04-22,partner-ebay-au,testchannel-48,11447,10911,0.9532,65731,91,0.0109,0.0083,0.37,33.55,2.93
2014-04-18,partner-ebay-au,testchannel-48,10497,9904,0.9435,59369,88,0.0112,0.0089,0.41,35.93,3.42
2014-05-02,partner-ebay-au,testchannel-48,15556,14541,0.9348,85366,96,0.0204,0.0066,0.31,29.64,1.91
2014-05-25,partner-ebay-au,testchannel-48,14865,14026,0.9436,82040,115,0,0.0082,0.37,42.13,2.83
2014-05-30,partner-ebay-au,testchannel-48,14263,13550,0.95,82139,116,0,0.0086,0.37,42.40,2.97
2014-06-11,partner-ebay-au,testchannel-48,13324,12424,0.9325,73746,109,0.018,0.0088,0.36,39.75,2.98
2014-04-23,partner-ebay-au,testchannel-48,11809,11130,0.9425,66549,97,0,0.0087,0.37,35.67,3.02
2014-05-31,partner-ebay-au,testchannel-48,16304,15374,0.943,93229,99,0.0198,0.0064,0.30,29.35,1.80
2014-05-04,partner-ebay-au,testchannel-48,14623,13637,0.9326,80056,109,0,0.008,0.33,35.69,2.44
2014-05-28,partner-ebay-au,testchannel-48,13319,12361,0.9281,73199,110,0.0351,0.0089,0.34,37.04,2.78
2014-04-20,partner-ebay-au,testchannel-48,11906,11226,0.9429,67718,81,0.069,0.0072,0.51,41.32,3.47
2014-05-16,partner-ebay-au,testchannel-48,14386,13606,0.9458,80223,83,0,0.0061,0.32,26.41,1.84
2014-04-25,partner-ebay-au,testchannel-48,14808,14060,0.9495,82705,81,0.0241,0.0058,0.33,26.71,1.80
2014-05-19,partner-ebay-au,testchannel-48,14116,13060,0.9252,76209,102,0.0192,0.0078,0.30,30.18,2.14
2014-05-10,partner-ebay-au,testchannel-48,13975,13078,0.9358,76993,89,0.0111,0.0068,0.34,29.98,2.14
2014-04-16,partner-ebay-au,testchannel-48,9259,8665,0.9358,51555,64,0.0154,0.0074,0.38,24.46,2.64
2014-04-30,partner-ebay-au,testchannel-48,14470,13683,0.9456,81990,112,0.0088,0.0082,0.35,39.35,2.72
2014-05-23,partner-ebay-au,testchannel-48,13352,12688,0.9503,74928,122,0.0081,0.0096,0.38,46.82,3.51
2014-05-17,partner-ebay-au,testchannel-48,14755,13825,0.937,80299,104,0,0.0075,0.28,29.32,1.99
2014-04-21,partner-ebay-au,testchannel-48,10745,10237,0.9527,60741,72,0,0.007,0.34,24.46,2.28
